 sex row_number liters_drunk age drink check_number label
8566 ж 94.0 0 35 Beerbeer 285 0
8567 ж 32.0 -6 73 Beerbeer 9990 1
8568 Ж 28.0 1 19 Cola 4035 0
8569 м 98.0 2 30 Cola 3057 1
8570 Ж 89.0 5 44 "Strong beer" 7077 1
8571 - 48.0 3 48 Fanta 6861 0
8572 "Не указан" 14.0 0 16 Cola 5180 0
8573 - 99.0 2 35 Bugbeer 9158 0
8574 "Не указан" 2.0 3 19 Cola 7325 1
8575 M 81.0 4 14 Fanta 6489 0
8576 Ж 10.0 0 18 Fanta 8177 1
8577 - 5.0 5 47 Fanta 4349 0
8578 - 78.0 2 71 Bugbeer 8082 0
8579 M 4.0 3 39 Fanta 6939 1
8580 ж 66.0 -5 78 Cola 7931 0
8581 M 100.0 4 29 Beerbeer 6465 1
8582 Ж 85.0 5 64 Fanta 2065 1
8583 Ж 9.0 3 62 "Strong beer" 8386 1
8584 Ж 6.0 0 73 Fanta 7979 0
8585 - 44.0 0 78 Fanta 9102 1
8586 Ж 70.0 1 69 Bugbeer 2731 1
8587 Ж 12.0 1 59 "Strong beer" 5545 0
8588 м 34.0 2 52 Cola 7165 1
8589 - 27.0 0 24 Fanta 3472 0
8590 - 36.0 1 61 "Strong beer" 1550 0
8591 Ж 85.0 3 58 Fanta 5100 1
8592 "Не указан" 17.0 4 35 Bugbeer 8780 1
8593 M 25.0 1 53 Cola 4671 1
8594 Ж 37.0 1 50 Bugbeer 5803 0
8595 - 48.0 2 45 Fanta 3588 1
8596 "Не указан" 57.0 0 60 Fanta 7859 1
8597 Ж 87.0 2 23 Bugbeer 2636 0
8598 - 37.0 5 46 Bugbeer 4402 1
8599 Ж 43.0 4 58 Beerbeer 5472 1
8600 ж 36.0 5 50 Cola 2205 1
8601 Ж 100.0 1 26 Bugbeer 6365 1
8602 - 13.0 3 19 Fanta 3937 0
8603 ж 45.0 0 23 Bugbeer 9531 1
8604 "Не указан" 77.0 -5 70 Fanta 7726 0
8605 м 94.0 4 13 Cola 5175 0
8606 M 92.0 0 53 Water 912 0
8607 "Не указан" 66.0 4 80 Bugbeer 9414 0
8608 - 73.0 5 43 Bugbeer 1894 1
8609 - 51.0 4 29 Cola 4191 0
8610 Ж 20.0 2 44 Bugbeer 1266 0
8611 "Не указан" 67.0 3 31 Bugbeer 6563 1
8612 Ж 48.0 5 17 Fanta 2866 1
8613 "Не указан" 74.0 2 67 "Strong beer" 5089 1
8614 м 83.0 13272598 20 Fanta 2740 1
8615 - 16.0 3 37 Cola 5841 0
8616 "Не указан" 66.0 5 38 Beerbeer 2993 1
8617 ж  4 14 Fanta 5806 1
8618 - 44.0 2 79 Fanta 317 0
8619 - 16.0 0 49 "Strong beer" 9741 0
8620 - 78.0 2 16 Cola 3350 0
8621 м 9.0 0 35 Cola 8007 1
8622 Ж 65.0 3 24 Cola 5019 1
8623 - 64.0 5 29 Water 2889 1
8624 - 100.0 0 32 "Strong beer" 4857 0
8625 M 48.0 4 11 Water 3832 0
8626 ж 61.0 1 24 Cola 7469 1
8627 M 42.0 5 46 Bugbeer 3583 1
8628 ж 43.0 0 80 Water 7005 0
8629 м 66.0 2 31 Water 8658 1
8630 Ж 77.0 1 29 Water 5289 0
8631 Ж 9.0 3 21 Bugbeer 1995 1
8632 Ж 80.0 4 35 Fanta 9662 0
8633 M  2 75 Beerbeer 6996 0
8634 м 13.0 26104022 42 Water 4042 1
8635 "Не указан" 71.0 2 30 Cola 2327 0
8636 Ж 77.0 0 27 Water 3687 1
8637 - 46.0 1 50 Beerbeer 4442 0
8638 ж 90.0 4 23 Fanta 471 1
8639 ж 85.0 5 15 Water 6774 1
8640 ж 53.0 3 59 Cola 7282 0
8641 м 55.0 53804939 68 Cola 4073 0
8642 Ж 85.0 1 15 Water 1725 0
8643 "Не указан" 40.0 3 76 Water 5868 1
8644 м 84.0 0 69 Bugbeer 7280 0
8645 M 28.0 5 33 Bugbeer 1967 1
8646 M  1 18 Fanta 4459 0
8647 Ж 92.0 2 64 Fanta 1034 1
8648 M 75.0 2 56 Cola 1191 1
8649 м 26.0 3 71 Cola 1169 0
8650 M 80.0 3 26 Water 2114 1
8651 ж 1.0 0 14 Water 5425 1
8652 ж 92.0 5 65 Fanta 346 0
8653 Ж 58.0 3 65 Beerbeer 4124 1
8654 м 67.0 4 40 Fanta 9980 1
8655 M 47.0 4 56 Beerbeer 8300 0
8656 Ж 33.0 4 80 Water 9026 1
8657 ж 75.0 3 39 Beerbeer 3494 1
8658 м 99.0 1 67 "Strong beer" 1091 0
8659 м 98.0 0 45 "Strong beer" 9714 0
8660 Ж 19.0 1 26 Beerbeer 7837 1
8661 - 76.0 4 63 "Strong beer" 5142 0
8662 "Не указан" 29.0 -1 66 Beerbeer 5398 0
8663 M 16.0 1 29 Beerbeer 9825 1
8664 -  0 18 Cola 8230 1
8665 "Не указан" 35.0 2 37 "Strong beer" 5201 1
8666 "Не указан" 15.0 1 14 Water 2015 1
8667 M 5.0 5 62 Beerbeer 9998 1
8668 "Не указан" 73.0 2 44 Bugbeer 6993 0
8669 ж 45.0 4 65 "Strong beer" 268 1
8670 Ж 75.0 2 13 Fanta 8974 1
8671 м 88.0 3 41 Water 8901 0
8672 ж 42.0 4 23 Beerbeer 121 1
8673 M 18.0 51166010 32 Cola 2603 0
8674 - 45.0 3 54 Bugbeer 7514 1
8675 "Не указан" 53.0 4 56 "Strong beer" 8550 0
8676 ж 7.0 4 75 Fanta 871 0
8677 Ж 53.0 3 23 "Strong beer" 4440 0
8678 M 14.0 1 68 Cola 4931 1
8679 Ж 40.0 3 35 Cola 6707 1
8680 ж 52.0 2 17 Cola 1487 1
8681 "Не указан" 68.0 0 10 Cola 2987 0
8682 "Не указан" 56.0 2 24 Bugbeer 3926 1
8683 ж 80.0 5 26 Fanta 138 0
8684 м 94.0 1 11 Water 3372 1
8685 ж 43.0 5 24 Fanta 8194 1
8686 - 23.0 2 57 Cola 5344 1
8687 ж 16.0 5 32 Beerbeer 3484 1
8688 - 85.0 5 32 "Strong beer" 4686 1
8689 "Не указан" 91.0 4 54 Water 6753 0
8690 ж 2.0 4 77 Bugbeer 4069 0
8691 - 95.0 2 56 Beerbeer 2819 1
8692 M 25.0 5 57 "Strong beer" 9970 0
8693 "Не указан" 70.0 -2 17 Fanta 6288 1
8694 - 50.0 3 43 Fanta 4710 1
8695 "Не указан" 57.0 5 63 Fanta 9409 1
8696 м 24.0 4 58 Water 1636 0
8697 ж 54.0 3 78 Cola 5346 0
8698 м 75.0 4 74 Beerbeer 8756 0
8699 Ж 80.0 5 11 Water 1713 1
8700 ж  1 25 Bugbeer 1615 0
8701 - 10.0 4 13 Fanta 3012 0
8702 "Не указан" 70.0 2 33 Cola 1431 1
8703 ж  1 56 Bugbeer 1131 1
8704 - 2.0 86227641 27 Bugbeer 8465 0
8705 M 12.0 0 54 Cola 3814 1
8706 Ж 8.0 4 48 "Strong beer" 806 1
8707 M 5.0 3 15 Water 5633 1
8708 M 44.0 5 16 Cola 7495 1
8709 м 72.0 4 44 Fanta 6137 1
8710 м 97.0 5 50 Cola 9626 0
8711 ж 48.0 3 53 Fanta 6904 0
8712 ж 17.0 0 47 Water 2845 1
8713 M 89.0 3 19 Water 8444 0
8714 - 15.0 5 32 Beerbeer 8788 1
8715 м 51.0 3 17 Cola 1255 1
8716 ж 96.0 4 69 "Strong beer" 5500 1
8717 ж 47.0 2 63 Bugbeer 5372 0
8718 - 64.0 4 16 Water 4549 1
8719 "Не указан" 20.0 3 27 Water 3943 0
8720 - 74.0 5 18 Fanta 3865 0
8721 - 98.0 4 25 Bugbeer 681 1
8722 Ж 78.0 4 17 Fanta 8779 1
8723 M 100.0 0 30 Beerbeer 9074 1
8724 M 36.0 5 23 Beerbeer 4495 1
8725 м 88.0 3 70 Bugbeer 1979 0
8726 - 13.0 57816462 68 Beerbeer 8063 0
8727 м 79.0 0 45 Beerbeer 5136 1
8728 ж 47.0 0 19 Cola 8851 0
8729 ж 86.0 5 16 Fanta 298 1
8730 "Не указан" 98.0 1 76 Cola 6208 1
8731 M 10.0 0 59 "Strong beer" 1892 1
8732 ж 8.0 3 54 Bugbeer 1288 0
8733 - 34.0 4 10 Cola 3029 1
8734 - 23.0 2 78 Beerbeer 3323 0
8735 M 8.0 1 56 Fanta 8493 0
8736 "Не указан" 8.0 4 18 Fanta 1366 0
8737 ж 66.0 2 46 Bugbeer 8050 1
8738 M 4.0 0 76 Water 8605 0
8739 "Не указан" 47.0 5 72 Cola 8456 0
8740 м 53.0 2 58 Fanta 3805 1
8741 -  1 44 Bugbeer 1575 1
8742 м 95.0 5 74 "Strong beer" 2829 0
8743 Ж 77.0 -4 74 Fanta 6149 0
8744 "Не указан" 69.0 0 65 Cola 5307 0
8745 м 0.0 5 26 Cola 6467 1
8746 - 78.0 0 54 Water 4232 1
8747 ж 47.0 1 70 "Strong beer" 598 0
8748 м 36.0 0 31 Cola 8767 1
8749 ж 76.0 4 29 Water 108 0
8750 "Не указан" 38.0 0 74 Cola 4885 0
8751 ж 61.0 0 32 Beerbeer 1904 0
8752 м 94.0 2 58 Bugbeer 8903 0
8753 M 14.0 3 18 Fanta 5015 1
8754 - 20.0 2 49 Fanta 2926 1
8755 M 25.0 93488464 76 Bugbeer 9487 1
8756 ж 18.0 5 60 Water 5342 1
8757 м 22.0 0 59 Fanta 3738 1
8758 M 71.0 -4 38 Fanta 9007 0
8759 ж 57.0 3 65 Bugbeer 6247 1
8760 - 37.0 5 43 Beerbeer 6573 1
8761 м 19.0 5 23 Bugbeer 7695 1
8762 M 89.0 5 13 Water 6617 1
8763 "Не указан" 64.0 4 79 Bugbeer 6042 1
8764 - 14.0 2 22 "Strong beer" 8056 0
8765 Ж 94.0 3 60 Cola 4133 1
8766 Ж 11.0 2 29 Water 4920 0
8767 м 18.0 0 40 Water 9313 1
8768 - 8.0 -4 30 Beerbeer 1887 1
8769 ж 59.0 4 37 Cola 58 1
8770 - 32.0 1 10 Cola 6373 0
8771 м 81.0 2 65 Cola 1032 0
8772 M 92.0 4 35 Beerbeer 362 1
8773 ж 43.0 5 44 Cola 7910 1
8774 Ж 9.0 1 33 "Strong beer" 8224 1
8775 м 73.0 4 39 Water 8989 0
8776 Ж 85.0 2 80 Beerbeer 1466 0
8777 - 18.0 0 54 Cola 2136 1
8778 M 6.0 4 12 Fanta 8664 1
8779 м 77.0 0 80 Bugbeer 6008 0
8780 - 49.0 1 23 "Strong beer" 3731 0
8781 ж 75.0 3 32 "Strong beer" 2119 1
8782 M 22.0 3 77 Fanta 3989 1
8783 м 9.0 1 73 Fanta 240 1
8784 Ж 5.0 2 63 Bugbeer 8044 0
8785 "Не указан" 12.0 0 37 "Strong beer" 5159 1
8786 M 35.0 5 66 "Strong beer" 6098 0
8787 - 99.0 19094856 48 Water 9599 0
8788 - 10.0 2 35 Beerbeer 6825 1
8789 ж 61.0 2 55 Beerbeer 5838 1
8790 M  0 24 Water 1895 0
8791 ж 40.0 1 27 Beerbeer 6880 0
8792 M 60.0 1 60 Cola 3445 1
8793 "Не указан" 6.0 4 62 Fanta 6369 1
8794 M 52.0 1 14 Water 1253 0
8795 м  4 26 Beerbeer 6027 1
8796 - 60.0 0 45 Bugbeer 4762 0
8797 M 82.0 0 65 Cola 6077 1
8798 - 46.0 5 33 "Strong beer" 9879 1
8799 "Не указан" 75.0 1 72 Bugbeer 7573 0
8800 Ж 85.0 -2 22 Water 4682 1
8801 M 51.0 1 53 Cola 8023 0
8802 ж 20.0 2 14 Water 4085 1
8803 ж 3.0 0 23 Fanta 4601 0
8804 "Не указан" 41.0 5 20 Water 4948 1
8805 м 56.0 5 18 Water 4074 1
8806 м 42.0 3 53 "Strong beer" 693 1
8807 M 47.0 3 54 "Strong beer" 8205 1
8808 ж 37.0 3 20 Fanta 4488 1
8809 Ж 75.0 2 41 Water 5028 1
8810 Ж 50.0 4 65 Bugbeer 9333 1
8811 м 99.0 4 33 Bugbeer 7403 1
8812 - 66.0 5 26 Beerbeer 154 1
8813 M 94.0 4 23 Water 7322 1
8814 Ж 23.0 2 73 Water 5111 1
8815 "Не указан" 7.0 5 46 Beerbeer 4960 1
8816 Ж 51.0 3 75 Water 603 1
8817 ж 14.0 3 24 Fanta 4215 0
8818 м 12.0 3 75 Beerbeer 7099 0
8819 "Не указан" 47.0 1 17 Fanta 9837 1
8820 - 16.0 2 69 Bugbeer 4923 1
8821 ж 49.0 1 16 Fanta 654 0
8822 M 38.0 5 18 Water 4212 0
8823 м 70.0 1 15 Cola 8406 0
8824 "Не указан" 58.0 83111360 21 Cola 3115 0
8825 "Не указан" 78.0 5 70 Cola 5328 0
8826 Ж 40.0 4 58 Beerbeer 9364 0
8827 M 90.0 1 71 Water 4325 0
8828 "Не указан" 59.0 1 52 Bugbeer 772 1
8829 M 97.0 1 79 Bugbeer 6425 0
8830 M 38.0 2 57 Beerbeer 4082 1
8831 M 12.0 5 21 Cola 8647 1
8832 - 4.0 5 28 "Strong beer" 9945 1
8833 м 28.0 0 61 Water 5013 1
8834 м 65.0 3 68 "Strong beer" 2646 0
8835 м 78.0 1 16 Fanta 5266 0
8836 - 37.0 4 61 "Strong beer" 1809 0
8837 - 37.0 2 41 Bugbeer 9425 1
8838 м 24.0 12495362 17 Fanta 4209 0
8839 M 11.0 -3 64 Fanta 2685 0
8840 м 64.0 0 77 Cola 672 0
8841 Ж 57.0 5 49 "Strong beer" 2494 1
8842 Ж 71.0 5 40 "Strong beer" 6732 1
8843 "Не указан" 86.0 5 40 Fanta 2621 1
8844 Ж 17.0 2 12 Water 3334 0
8845 "Не указан"  4 60 "Strong beer" 9421 0
8846 "Не указан" 13.0 0 62 Water 8399 0
8847 "Не указан" 65.0 5 13 Cola 4597 1
8848 м 68.0 3 78 Fanta 4015 0
8849 "Не указан" 66.0 5 37 Water 2245 0
8850 -  5 73 Bugbeer 6259 1
8851 "Не указан" 56.0 0 62 Bugbeer 4172 1
8852 "Не указан" 66.0 1 47 Fanta 4634 0
8853 "Не указан" 51.0 4 64 Water 3952 0
8854 "Не указан" 34.0 0 20 Water 585 0
8855 "Не указан"  -5 11 Water 9053 0
8856 M 28.0 5 51 Water 6564 1
8857 Ж 33.0 2 32 Water 8607 1
8858 M 79.0 1 17 Cola 7652 1
8859 - 88.0 4 80 Bugbeer 5912 0
8860 -  1 80 Cola 2339 1
8861 - 46.0 0 76 "Strong beer" 8541 0
8862 Ж 46.0 1 19 Fanta 8326 0
8863 м 55.0 3 50 "Strong beer" 9549 1
8864 M 41.0 1 42 Fanta 9147 0
8865 - 2.0 5 17 Fanta 2094 1
8866 - 25.0 1 21 Fanta 6815 0
8867 м 25.0 2 72 Water 2693 1
8868 м 3.0 0 35 Fanta 1687 1
8869 - 1.0 0 48 Fanta 3928 0
8870 м 97.0 3 78 Cola 5882 0
8871 M 28.0 0 27 "Strong beer" 348 1
8872 Ж 51.0 3 11 Cola 4389 1
8873 M 3.0 0 43 Cola 1242 1
8874 "Не указан" 68.0 4 13 Cola 1916 0
8875 "Не указан" 76.0 0 61 Beerbeer 629 0
8876 Ж 31.0 3 47 "Strong beer" 3528 1
8877 "Не указан" 39.0 3 56 Fanta 7935 0
8878 M  94842209 23 Cola 2012 1
8879 M 49.0 5 70 "Strong beer" 9575 1
8880 M 17.0 14316589 77 Water 733 0
8881 "Не указан" 83.0 2 68 Bugbeer 5510 0
8882 M 55.0 4 28 Fanta 9417 1
8883 ж 63.0 3 18 Fanta 466 1
8884 - 58.0 0 35 Beerbeer 2875 1
8885 м 22.0 1 17 Fanta 6675 1
8886 Ж 7.0 5 15 Water 9324 1
8887 M 75.0 4 49 Bugbeer 3923 1
8888 ж 72.0 5 57 Bugbeer 724 0
8889 ж 20.0 1 54 Fanta 5715 1
8890 - 13.0 0 51 Water 4060 1
8891 "Не указан" 16.0 0 21 Water 2452 1
8892 "Не указан" 44.0 1 67 Water 8291 0
8893 ж 9.0 1 50 Water 6190 1
8894 ж 69.0 4 11 Water 9384 1
8895 - 40.0 0 11 Cola 2223 1
8896 м 29.0 3 74 "Strong beer" 1228 1
8897 Ж 72.0 2 45 Cola 9285 0
8898 "Не указан" 61.0 1 50 Cola 472 0
8899 м 18.0 5 38 Beerbeer 2804 1
8900 ж 62.0 5 48 Water 1281 0
8901 ж 66.0 -6 68 Fanta 7678 0
8902 ж 34.0 0 22 Bugbeer 6780 0
8903 м 29.0 0 52 "Strong beer" 7777 1
8904 "Не указан" 50.0 2 11 Fanta 4305 1
8905 Ж 98.0 5 66 Bugbeer 9527 0
8906 -  3 37 Water 9718 1
8907 Ж 90.0 5 14 Cola 9807 1
8908 "Не указан" 42.0 1 18 Water 1935 0
8909 M 20.0 36372921 13 Water 243 0
8910 "Не указан" 32.0 0 21 Cola 9310 0
8911 м 21.0 4 67 Water 2992 1
8912 M 73.0 3 32 Fanta 8953 0
8913 ж 19.0 0 15 Cola 9744 1
8914 "Не указан" 32.0 2 17 Fanta 7216 1
8915 "Не указан"  4 24 Cola 3198 0
8916 м 10.0 2 75 Water 2265 0
8917 "Не указан" 11.0 3 46 Fanta 6436 1
8918 Ж 21.0 0 13 Water 7778 1
8919 м 73.0 3 10 Water 8697 0
8920 M 48.0 5 38 Fanta 5377 1
8921 - 1.0 1 27 "Strong beer" 2612 1
8922 "Не указан" 62.0 4 33 Bugbeer 7449 1
8923 ж 35.0 1 70 Water 7507 0
8924 "Не указан" 66.0 1 49 Beerbeer 9034 1
8925 м 63.0 5 37 Fanta 731 1
8926 ж 85.0 5 17 Cola 7758 1
8927 м 71.0 5 78 Beerbeer 7802 0
8928 "Не указан" 12.0 5 20 Water 1868 1
8929 м 27.0 0 21 Water 2858 1
8930 - 24.0 1 49 Water 8819 0
8931 Ж 100.0 0 29 Water 5880 1
8932 - 78.0 5 80 Fanta 2308 0
8933 - 29.0 0 74 Cola 438 0
8934 ж 45.0 0 27 Fanta 704 1
8935 ж 2.0 5 76 Fanta 1376 0
8936 Ж 32.0 4 77 Cola 2963 0
8937 м 36.0 2 79 Bugbeer 4030 0
8938 Ж 17.0 0 78 Water 1897 0
8939 ж 94.0 1 33 Beerbeer 5598 0
8940 M 59.0 0 30 Water 9435 1
8941 M 70.0 5 41 Cola 6661 1
8942 м 94.0 -2 43 Water 1797 1
8943 - 81.0 3 29 Beerbeer 3983 1
8944 - 27.0 0 37 Fanta 2122 1
8945 "Не указан" 82.0 0 21 Beerbeer 6260 0
8946 Ж 36.0 0 45 Beerbeer 365 0
8947 ж 73.0 4 75 Beerbeer 6274 1
8948 - 6.0 5 51 Water 3707 1
8949 M  70622962 23 Water 6116 0
8950 ж 25.0 5 47 "Strong beer" 994 1
8951 M 85.0 3 44 Cola 7092 1
8952 M 64.0 2 67 Beerbeer 9015 0
8953 ж 53.0 4 27 Bugbeer 9146 1
8954 "Не указан" 31.0 5 18 Cola 3686 1
8955 "Не указан" 21.0 2 61 Fanta 9039 0
8956 M 2.0 1 18 Water 3803 1
8957 м 39.0 -6 19 Fanta 1984 0
8958 Ж 60.0 3 52 "Strong beer" 8001 0
8959 - 87.0 5 26 Beerbeer 6521 1
8960 "Не указан" 44.0 -4 54 "Strong beer" 1940 1
8961 м 79.0 5 51 Bugbeer 9151 0
8962 Ж 17.0 4 18 Cola 7976 1
8963 - 49.0 3 58 Cola 9160 1
8964 -  5 44 Fanta 1658 0
8965 - 40.0 88408648 30 Beerbeer 7827 1
8966 ж 9.0 -4 21 Fanta 6835 0
8967 Ж 57.0 5 51 Cola 9233 1
8968 - 18.0 3324576 11 Fanta 4715 1
8969 - 88.0 5 76 Bugbeer 4840 1
8970 ж 22.0 5 14 Cola 63 1
8971 "Не указан" 96.0 1 54 "Strong beer" 7364 1
8972 - 12.0 2 18 Fanta 8171 0
8973 ж 33.0 2 71 Cola 95 1
8974 M 85.0 0 38 Cola 5793 0
8975 м  79334839 47 Water 1340 1
8976 M 38.0 1 44 Fanta 7990 1
8977 м 8.0 1 69 Beerbeer 5166 1
8978 м 37.0 4 77 Water 5812 1
8979 "Не указан" 82.0 5 47 "Strong beer" 3056 1
8980 - 34.0 1 65 Beerbeer 9559 1
8981 м 97.0 3 60 "Strong beer" 8877 0
8982 ж 29.0 2 50 Beerbeer 6199 1
8983 - 94.0 1 34 "Strong beer" 3284 1
8984 м 50.0 5 51 Fanta 6922 1
8985 M 85.0 81302782 56 Bugbeer 5281 1
8986 м 25.0 0 13 Water 4618 0
8987 ж 28.0 0 71 Cola 5005 0
8988 M 53.0 4 58 Cola 1873 0
8989 - 27.0 5 51 Beerbeer 3696 0
8990 Ж 50.0 5 54 Beerbeer 3974 1
8991 м 28.0 5 45 Beerbeer 932 1
8992 Ж 64.0 1 57 Bugbeer 9688 1
8993 M 92.0 2 34 Water 4397 1
8994 Ж 72.0 3 26 Bugbeer 1627 0
8995 M 4.0 0 15 Fanta 2836 1
8996 - 16.0 30639888 54 Cola 1312 0
8997 M 72.0 2 48 Beerbeer 9571 0
8998 Ж 5.0 0 75 Fanta 7657 1
8999 M 65.0 3 46 Fanta 9687 1
9000 "Не указан" 79.0 7640163 61 Fanta 8189 1
9001 м 62.0 0 65 Bugbeer 4317 0
9002 ж 39.0 1 18 Cola 8372 0
9003 - 34.0 5 12 Fanta 4494 1
9004 M 53.0 2 15 Fanta 9316 1
9005 Ж 60.0 2 65 Water 5087 1
9006 M 88.0 1 34 Water 7480 0
9007 "Не указан" 89.0 2 15 Fanta 3002 1
9008 м 94.0 -3 25 Cola 1533 1
9009 ж  2 63 Beerbeer 5399 0
9010 Ж 75.0 4 61 Bugbeer 8062 1
9011 ж  2 15 Water 190 0
9012 ж 23.0 1 25 Bugbeer 4468 1
9013 ж 29.0 2 37 Cola 2591 0
9014 M 11.0 3 30 Bugbeer 5117 1
9015 м 82.0 3 61 Fanta 9851 0
9016 Ж 75.0 2 73 "Strong beer" 5465 1
9017 Ж 55.0 5 29 "Strong beer" 2955 1
9018 M 2.0 2 54 "Strong beer" 5444 1
9019 M 4.0 -1 78 Beerbeer 9823 0
9020 м 31.0 1 65 Cola 1638 0
9021 ж 24.0 3 55 Cola 457 1
9022 "Не указан" 84.0 1 16 Cola 4449 0
9023 м 80.0 5 37 Water 4796 0
9024 ж 78.0 3 66 Cola 5382 0
9025 Ж 32.0 0 24 Cola 7349 0
9026 Ж 51.0 -2 20 Cola 2378 1
9027 м 20.0 0 21 Fanta 623 0
9028 ж  2 68 Beerbeer 9796 0
9029 M 45.0 0 29 Beerbeer 9660 1
9030 Ж 75.0 5 52 "Strong beer" 2246 1
9031 Ж 66.0 5 41 Bugbeer 2520 1
9032 ж 24.0 1 78 Beerbeer 5997 1
9033 - 5.0 4 60 Bugbeer 2830 1
9034 ж  2 26 Water 1653 1
9035 м 29.0 0 80 Beerbeer 9702 0
9036 м 94.0 1 39 Fanta 898 1
9037 м 70.0 2 69 Fanta 2580 1
9038 - 4.0 2 51 Bugbeer 7670 1
9039 ж 39.0 3 25 Cola 836 0
9040 Ж 22.0 0 42 Bugbeer 9654 0
9041 M 85.0 3 65 Cola 4847 0
9042 ж 100.0 3 22 Beerbeer 1920 1
9043 "Не указан" 43.0 3 60 "Strong beer" 401 0
9044 ж 99.0 2 16 Cola 2011 0
9045 M 100.0 1 63 "Strong beer" 2443 0
9046 - 26.0 3 38 Bugbeer 128 1
9047 ж 16.0 0 59 Cola 8029 0
9048 "Не указан" 83.0 4 15 Water 5896 1
9049 Ж 55.0 0 80 "Strong beer" 7731 1
9050 M 56.0 4 14 Fanta 9101 0
9051 ж 83.0 4 24 Water 5920 1
9052 Ж 48.0 0 77 Water 1751 1
9053 "Не указан" 60.0 1 26 Water 2248 0
9054 Ж 42.0 5 42 Bugbeer 8451 1
9055 ж 52.0 2 63 Beerbeer 8535 0
9056 "Не указан" 77.0 2 66 Cola 1469 1
9057 ж 52.0 2 46 Water 9161 1
9058 - 56.0 3 17 Cola 4419 0
9059 "Не указан" 66.0 3 65 Bugbeer 4048 0
9060 M 86.0 2 24 Cola 763 1
9061 M 18.0 -1 69 "Strong beer" 5603 1
9062 - 57.0 5 27 Beerbeer 5396 1
9063 ж 18.0 2 31 Bugbeer 1273 0
9064 м 72.0 2 51 Bugbeer 5091 0
9065 Ж 56.0 4 80 Bugbeer 5913 1
9066 M 1.0 5 42 Cola 2718 0
9067 Ж 79.0 2 62 Water 7810 0
9068 м 91.0 0 76 Beerbeer 4257 0
9069 "Не указан" 30.0 3 73 "Strong beer" 9731 0
9070 - 11.0 1 80 "Strong beer" 908 0
9071 ж 8.0 5 18 Cola 2123 0
9072 - 12.0 5 29 Fanta 7616 1
9073 м 73.0 64740215 21 Beerbeer 3145 1
9074 м 98.0 46638597 17 Water 4228 1
9075 M 43.0 2 26 Fanta 8115 0
9076 M 42.0 4 74 Water 7228 0
9077 - 73.0 4 17 Water 6917 1
9078 M 98.0 2 11 Fanta 8669 1
9079 м 79.0 5 46 Fanta 6883 1
9080 Ж 17.0 3 34 Cola 3608 1
9081 ж 64.0 2 14 Fanta 1307 0
9082 м 37.0 2 28 Bugbeer 6382 1
9083 ж 1.0 5 63 Beerbeer 4399 1
9084 M 93.0 0 44 Water 846 1
9085 M 42.0 2 49 Cola 2877 1
9086 ж 50.0 3 28 Cola 1676 1
9087 "Не указан" 56.0 3 60 Fanta 6999 1
9088 M 65.0 4 52 "Strong beer" 6636 0
9089 - 35.0 5 71 Beerbeer 372 0
9090 м 49.0 1 28 Cola 6570 1
9091 ж 55.0 3 53 "Strong beer" 393 0
9092 ж 53.0 3 42 Bugbeer 9502 1
9093 - 36.0 4 47 Cola 2225 1
9094 "Не указан" 24.0 3 59 Cola 9889 0
9095 "Не указан" 15.0 5 38 Cola 9603 1
9096 M 60.0 0 15 Cola 9394 0
9097 M 53.0 1 26 Fanta 6194 1
9098 ж 60.0 4 72 Bugbeer 5667 0
9099 Ж 26.0 3 75 Fanta 1256 0
9100 м 9.0 3 60 Cola 9768 0
9101 M 90.0 2 28 Bugbeer 7233 1
9102 Ж 85.0 4 51 Beerbeer 9920 0
9103 Ж 46.0 5 50 Water 7605 0
9104 ж 5.0 1 64 Cola 8662 1
9105 ж 72.0 2 38 Bugbeer 3925 0
9106 Ж 27.0 2 43 Water 2313 0
9107 "Не указан" 10.0 3 72 Water 3959 1
9108 м 8.0 5 34 Bugbeer 8521 1
9109 - 92.0 0 28 Bugbeer 2887 1
9110 Ж 24.0 4 47 "Strong beer" 8994 1
9111 "Не указан" 22.0 4 34 Fanta 2393 1
9112 "Не указан" 58.0 2 66 "Strong beer" 3471 0
9113 Ж 33.0 4 33 "Strong beer" 1795 1
9114 - 31.0 3 46 Cola 8611 1
9115 ж 91.0 2 38 Cola 505 0
9116 "Не указан" 56.0 3 49 Water 8277 1
9117 "Не указан" 5.0 0 29 Water 1325 0
9118 - 42.0 1 51 "Strong beer" 6838 0
9119 м 89.0 0 79 Cola 3226 1
9120 M 50.0 5 32 Fanta 3931 1
9121 Ж 24.0 2 73 Cola 8158 1
9122 "Не указан" 36.0 2 73 Cola 5099 1
9123 - 10.0 2 51 Fanta 5609 1
9124 M 18.0 2 40 Fanta 7769 1
9125 м 9.0 2 40 Cola 106 1
9126 м 21.0 0 32 Fanta 2036 1
9127 M 17.0 0 14 Water 7078 0
9128 ж 5.0 3 64 Beerbeer 4631 1
9129 м 14.0 -3 37 Water 1306 1
9130 ж 69.0 2 11 Fanta 7742 0
9131 Ж 2.0 5 51 Fanta 7426 0
9132 ж 81.0 0 20 Fanta 2822 0
9133 ж 41.0 0 11 Fanta 4251 1
9134 "Не указан" 7.0 0 31 Cola 3446 1
9135 ж 91.0 3 15 Cola 4100 0
9136 м 32.0 0 65 Cola 5272 0
9137 м 21.0 4 23 Bugbeer 4616 1
